S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
11246,08/02/2021,Rajasthan,318193,1464,313957,2772
11247,09/02/2021,Rajasthan,318294,1470,314050,2774
11248,10/02/2021,Rajasthan,318384,1435,314175,2774
11249,11/02/2021,Rajasthan,318491,1450,314264,2777
11250,12/02/2021,Rajasthan,318602,1385,314438,2779
11251,13/02/2021,Rajasthan,318710,1407,314523,2780
11252,14/02/2021,Rajasthan,318820,1409,314630,2781
11253,15/02/2021,Rajasthan,318923,1409,314733,2781
11254,16/02/2021,Rajasthan,319005,1365,314859,2781
11255,17/02/2021,Rajasthan,319065,1257,315027,2781
11256,18/02/2021,Rajasthan,319166,1249,315135,2782
11257,19/02/2021,Rajasthan,319270,1275,315212,2783
11258,20/02/2021,Rajasthan,319363,1269,315310,2784
11259,21/02/2021,Rajasthan,319461,1300,315376,2785
11260,22/02/2021,Rajasthan,319543,1245,315513,2785
11261,23/02/2021,Rajasthan,319626,1206,315635,2785
11262,24/02/2021,Rajasthan,319702,1195,315722,2785
11263,25/02/2021,Rajasthan,319801,1204,315812,2785
11264,26/02/2021,Rajasthan,319929,1208,315936,2785
11265,27/02/2021,Rajasthan,320078,1231,316061,2786
11266,01/03/2021,Rajasthan,320336,1308,316241,2787
11267,02/03/2021,Rajasthan,320455,1304,316364,2787
11268,03/03/2021,Rajasthan,320557,1340,316430,2787
11269,04/03/2021,Rajasthan,320772,1470,316515,2787
11270,06/03/2021,Rajasthan,321123,1584,316750,2789
11271,07/03/2021,Rajasthan,321356,1703,316864,2789
11272,08/03/2021,Rajasthan,321532,1755,316988,2789
11273,09/03/2021,Rajasthan,321711,1883,317039,2789
11274,10/03/2021,Rajasthan,321890,1963,317138,2789
11275,11/03/2021,Rajasthan,322078,2032,317257,2789
11276,13/03/2021,Rajasthan,322518,2242,317487,2789
11277,14/03/2021,Rajasthan,322719,2329,317601,2789
11278,15/03/2021,Rajasthan,322969,2453,317726,2790
11279,16/03/2021,Rajasthan,323220,2572,317858,2790
11280,17/03/2021,Rajasthan,323461,2661,318009,2791
11281,18/03/2021,Rajasthan,323774,2851,318132,2791
11282,19/03/2021,Rajasthan,324101,3023,318284,2794
11283,20/03/2021,Rajasthan,324503,3121,318586,2796
11284,21/03/2021,Rajasthan,324948,3310,318842,2796
11285,22/03/2021,Rajasthan,325424,3585,319041,2798
11286,23/03/2021,Rajasthan,326026,4006,319217,2803
11287,24/03/2021,Rajasthan,326506,4262,319437,2807
11288,25/03/2021,Rajasthan,327175,4672,319695,2808
11289,27/03/2021,Rajasthan,328743,5733,320199,2811
11290,28/03/2021,Rajasthan,329595,6358,320426,2811
11291,29/03/2021,Rajasthan,330676,7159,320704,2813
11292,30/03/2021,Rajasthan,331578,7794,320971,2813
11293,31/03/2021,Rajasthan,332243,8155,321275,2813
11294,01/04/2021,Rajasthan,333149,8663,321668,2818
11295,02/04/2021,Rajasthan,334499,9563,322114,2822
11296,03/04/2021,Rajasthan,335921,10484,322613,2824
11297,04/04/2021,Rajasthan,337596,11738,323031,2827
11298,05/04/2021,Rajasthan,339325,12878,323618,2829
11299,06/04/2021,Rajasthan,341754,14768,324145,2841
11300,07/04/2021,Rajasthan,343990,16140,324996,2854
11301,08/04/2021,Rajasthan,346791,18146,325779,2866
11302,09/04/2021,Rajasthan,350317,21152,326299,2866
11303,10/04/2021,Rajasthan,354287,24085,327304,2898
11304,11/04/2021,Rajasthan,358688,27906,327866,2916
11305,12/04/2021,Rajasthan,363793,31986,328881,2926
11306,13/04/2021,Rajasthan,369564,36441,330172,2951
11307,14/04/2021,Rajasthan,375092,40690,331423,2979
11308,15/04/2021,Rajasthan,381292,44905,333379,3008
11309,16/04/2021,Rajasthan,387950,49276,335633,3041
11310,24/05/2020,Sikkim,1,1,0,0
11311,25/05/2020,Sikkim,1,1,0,0
11312,26/05/2020,Sikkim,1,1,0,0
11313,27/05/2020,Sikkim,1,1,0,0
11314,28/05/2020,Sikkim,1,1,0,0
11315,29/05/2020,Sikkim,1,1,0,0
11316,30/05/2020,Sikkim,1,1,0,0
11317,31/05/2020,Sikkim,1,1,0,0
11318,01/06/2020,Sikkim,1,1,0,0
11319,02/06/2020,Sikkim,1,1,0,0
11320,03/06/2020,Sikkim,1,1,0,0
11321,04/06/2020,Sikkim,2,2,0,0
11322,05/06/2020,Sikkim,2,2,0,0
11323,06/06/2020,Sikkim,3,3,0,0
11324,07/06/2020,Sikkim,7,7,0,0
11325,08/06/2020,Sikkim,7,7,0,0
11326,09/06/2020,Sikkim,7,7,0,0
11327,10/06/2020,Sikkim,13,13,0,0
11328,11/06/2020,Sikkim,13,13,0,0
11329,12/06/2020,Sikkim,14,12,2,0
11330,13/06/2020,Sikkim,63,61,2,0
11331,14/06/2020,Sikkim,63,59,4,0
11332,15/06/2020,Sikkim,68,64,4,0
11333,16/06/2020,Sikkim,68,64,4,0
11334,17/06/2020,Sikkim,70,66,4,0
11335,18/06/2020,Sikkim,70,66,4,0
11336,19/06/2020,Sikkim,70,65,5,0
11337,20/06/2020,Sikkim,70,65,5,0
11338,21/06/2020,Sikkim,70,45,25,0
11339,22/06/2020,Sikkim,78,53,25,0
11340,23/06/2020,Sikkim,78,49,29,0
11341,24/06/2020,Sikkim,79,50,29,0
11342,25/06/2020,Sikkim,84,45,39,0
11343,26/06/2020,Sikkim,85,46,39,0
11344,27/06/2020,Sikkim,86,47,39,0
11345,28/06/2020,Sikkim,87,41,46,0
11346,29/06/2020,Sikkim,88,39,49,0
11347,30/06/2020,Sikkim,88,38,50,0
11348,01/07/2020,Sikkim,89,37,52,0
11349,02/07/2020,Sikkim,101,48,53,0
11350,03/07/2020,Sikkim,102,49,53,0
11351,04/07/2020,Sikkim,102,49,53,0
11352,05/07/2020,Sikkim,103,45,58,0
11353,06/07/2020,Sikkim,123,62,61,0
11354,07/07/2020,Sikkim,125,60,65,0
11355,08/07/2020,Sikkim,125,55,70,0
11356,09/07/2020,Sikkim,133,62,71,0
11357,10/07/2020,Sikkim,134,62,72,0
11358,11/07/2020,Sikkim,134,54,80,0
11359,12/07/2020,Sikkim,151,71,80,0
11360,13/07/2020,Sikkim,153,72,81,0
11361,14/07/2020,Sikkim,192,106,86,0
11362,15/07/2020,Sikkim,209,122,87,0
11363,16/07/2020,Sikkim,220,133,87,0
11364,17/07/2020,Sikkim,243,155,88,0
11365,18/07/2020,Sikkim,266,176,90,0
11366,19/07/2020,Sikkim,275,185,90,0
11367,20/07/2020,Sikkim,283,191,92,0
11368,21/07/2020,Sikkim,305,213,92,0
11369,22/07/2020,Sikkim,330,222,108,0
11370,23/07/2020,Sikkim,438,326,112,0
11371,24/07/2020,Sikkim,460,338,122,0
11372,25/07/2020,Sikkim,477,335,142,0
11373,26/07/2020,Sikkim,499,357,142,0
11374,27/07/2020,Sikkim,545,397,148,0
11375,28/07/2020,Sikkim,555,380,174,1
11376,29/07/2020,Sikkim,579,392,186,1
11377,30/07/2020,Sikkim,596,397,198,1
11378,31/07/2020,Sikkim,610,395,214,1
11379,01/08/2020,Sikkim,639,407,231,1
11380,02/08/2020,Sikkim,650,380,269,1
11381,03/08/2020,Sikkim,658,368,289,1
11382,04/08/2020,Sikkim,688,390,297,1
11383,05/08/2020,Sikkim,783,483,299,1
11384,06/08/2020,Sikkim,800,496,303,1
11385,07/08/2020,Sikkim,829,475,353,1
11386,08/08/2020,Sikkim,854,447,406,1
11387,09/08/2020,Sikkim,860,389,470,1
11388,10/08/2020,Sikkim,866,371,494,1
11389,11/08/2020,Sikkim,910,399,510,1
11390,12/08/2020,Sikkim,913,378,534,1
11391,13/08/2020,Sikkim,930,379,550,1
11392,14/08/2020,Sikkim,931,349,581,1
11393,15/08/2020,Sikkim,1080,456,623,1
11394,16/08/2020,Sikkim,1148,486,661,1
11395,17/08/2020,Sikkim,1167,493,673,1
11396,18/08/2020,Sikkim,1187,485,701,1
11397,19/08/2020,Sikkim,1207,450,755,2
11398,20/08/2020,Sikkim,1232,440,789,3
11399,21/08/2020,Sikkim,1290,460,827,3
11400,22/08/2020,Sikkim,1336,499,834,3
11401,23/08/2020,Sikkim,1381,507,871,3
11402,24/08/2020,Sikkim,1403,529,871,3
11403,25/08/2020,Sikkim,1446,509,934,3
11404,26/08/2020,Sikkim,1475,418,1054,3
11405,27/08/2020,Sikkim,1486,407,1076,3
11406,28/08/2020,Sikkim,1542,388,1151,3
11407,29/08/2020,Sikkim,1576,389,1184,3
11408,30/08/2020,Sikkim,1602,404,1195,3
11409,31/08/2020,Sikkim,1627,404,1220,3
11410,01/09/2020,Sikkim,1652,424,1225,3
11411,02/09/2020,Sikkim,1670,429,1237,4
11412,03/09/2020,Sikkim,1704,431,1269,4
11413,04/09/2020,Sikkim,1738,430,1304,4
11414,05/09/2020,Sikkim,1843,509,1329,5
11415,06/09/2020,Sikkim,1901,549,1347,5
11416,07/09/2020,Sikkim,1910,534,1371,5
11417,08/09/2020,Sikkim,1939,538,1396,5
11418,09/09/2020,Sikkim,1958,538,1413,7
11419,10/09/2020,Sikkim,1989,553,1429,7
11420,11/09/2020,Sikkim,2009,532,1470,7
11421,12/09/2020,Sikkim,2026,532,1486,8
11422,13/09/2020,Sikkim,2055,541,1503,11
11423,14/09/2020,Sikkim,2086,567,1505,14
11424,15/09/2020,Sikkim,2119,582,1521,16
11425,16/09/2020,Sikkim,2173,464,1690,19
11426,17/09/2020,Sikkim,2221,480,1722,19
11427,18/09/2020,Sikkim,2274,463,1789,22
11428,19/09/2020,Sikkim,2303,422,1857,24
11429,20/09/2020,Sikkim,2423,426,1972,25
11430,21/09/2020,Sikkim,2472,469,1975,28
11431,22/09/2020,Sikkim,2528,513,1986,29
11432,23/09/2020,Sikkim,2594,556,2009,29
11433,24/09/2020,Sikkim,2628,575,2023,30
11434,25/09/2020,Sikkim,2692,607,2054,31
11435,26/09/2020,Sikkim,2785,679,2075,31
11436,27/09/2020,Sikkim,2833,705,2097,31
11437,28/09/2020,Sikkim,2871,692,2146,33
11438,29/09/2020,Sikkim,2896,698,2164,34
11439,30/09/2020,Sikkim,2937,667,2235,35
11440,01/10/2020,Sikkim,3012,672,2303,37
11441,02/10/2020,Sikkim,3050,636,2375,39
11442,03/10/2020,Sikkim,3092,642,2409,41
11443,04/10/2020,Sikkim,3131,640,2448,43
11444,05/10/2020,Sikkim,3174,649,2480,45
11445,06/10/2020,Sikkim,3191,598,2547,46
11446,07/10/2020,Sikkim,3216,580,2587,49
11447,08/10/2020,Sikkim,3234,570,2615,49
11448,09/10/2020,Sikkim,3246,545,2650,51
11449,10/10/2020,Sikkim,3278,504,2721,53
11450,11/10/2020,Sikkim,3321,450,2816,55
11451,12/10/2020,Sikkim,3359,384,2920,55
11452,13/10/2020,Sikkim,3366,384,2925,57
11453,14/10/2020,Sikkim,3417,344,3014,59
11454,15/10/2020,Sikkim,3459,325,3075,59
11455,16/10/2020,Sikkim,3500,312,3129,59
11456,17/10/2020,Sikkim,3531,295,3177,59
11457,18/10/2020,Sikkim,3567,275,3233,59
11458,19/10/2020,Sikkim,3597,272,3265,60
11459,20/10/2020,Sikkim,3601,263,3276,62
11460,21/10/2020,Sikkim,3643,254,3326,63
11461,22/10/2020,Sikkim,3677,253,3361,63
11462,23/10/2020,Sikkim,3727,254,3410,63
11463,24/10/2020,Sikkim,3770,242,3465,63
11464,25/10/2020,Sikkim,3819,266,3490,63
11465,26/10/2020,Sikkim,3835,246,3525,64
11466,27/10/2020,Sikkim,3840,245,3530,65
11467,28/10/2020,Sikkim,3863,262,3534,67
11468,29/10/2020,Sikkim,3875,263,3545,67
11469,30/10/2020,Sikkim,3893,268,3558,67
11470,31/10/2020,Sikkim,3913,254,3591,68
11471,01/11/2020,Sikkim,3940,251,3617,72
11472,02/11/2020,Sikkim,3958,234,3651,73
11473,03/11/2020,Sikkim,3967,239,3655,73
11474,04/11/2020,Sikkim,4004,271,3660,73
11475,05/11/2020,Sikkim,4067,254,3740,73
11476,06/11/2020,Sikkim,4093,240,3778,75
11477,07/11/2020,Sikkim,4144,283,3786,75
11478,08/11/2020,Sikkim,4195,314,3805,76
11479,09/11/2020,Sikkim,4245,273,3894,78
11480,10/11/2020,Sikkim,4257,268,3910,79
11481,11/11/2020,Sikkim,4308,305,3923,80
11482,12/11/2020,Sikkim,4344,291,3971,82
11483,13/11/2020,Sikkim,4368,264,4019,85
11484,14/11/2020,Sikkim,4415,293,4036,86
11485,15/11/2020,Sikkim,4456,296,4073,87
11486,16/11/2020,Sikkim,4498,284,4125,89
11487,17/11/2020,Sikkim,4521,293,4137,91
11488,18/11/2020,Sikkim,4548,312,4144,92
11489,19/11/2020,Sikkim,4577,300,4182,95
11490,20/11/2020,Sikkim,4609,296,4218,95
11491,21/11/2020,Sikkim,4632,265,4271,96
11492,22/11/2020,Sikkim,4691,289,4304,98
11493,23/11/2020,Sikkim,4722,278,4345,99
11494,24/11/2020,Sikkim,4736,230,4406,100
11495,25/11/2020,Sikkim,4777,238,4437,102
11496,26/11/2020,Sikkim,4819,236,4481,102
11497,27/11/2020,Sikkim,4871,268,4501,102
11498,28/11/2020,Sikkim,4908,264,4541,103
11499,29/11/2020,Sikkim,4967,288,4572,107
11500,30/11/2020,Sikkim,4985,268,4609,108
11501,01/12/2020,Sikkim,4989,248,4632,109
11502,02/12/2020,Sikkim,5031,284,4637,110
11503,03/12/2020,Sikkim,5072,300,4661,111
11504,04/12/2020,Sikkim,5100,320,4669,111
11505,05/12/2020,Sikkim,5147,358,4677,112
11506,06/12/2020,Sikkim,5168,367,4686,115
11507,07/12/2020,Sikkim,5197,387,4695,115
11508,08/12/2020,Sikkim,5203,371,4715,117
11509,09/12/2020,Sikkim,5215,363,4735,117
11510,10/12/2020,Sikkim,5239,368,4754,117
11511,11/12/2020,Sikkim,5264,367,4779,118
11512,12/12/2020,Sikkim,5291,363,4810,118
11513,13/12/2020,Sikkim,5316,364,4834,118
11514,14/12/2020,Sikkim,5338,356,4864,118
11515,15/12/2020,Sikkim,5340,303,4919,118
11516,17/12/2020,Sikkim,5398,306,4971,121
11517,18/12/2020,Sikkim,5406,294,4990,122
11518,19/12/2020,Sikkim,5439,304,5012,123
11519,20/12/2020,Sikkim,5561,401,5037,123
11520,21/12/2020,Sikkim,5573,374,5075,124
11521,22/12/2020,Sikkim,5576,360,5092,124
11522,23/12/2020,Sikkim,5610,378,5108,124
11523,24/12/2020,Sikkim,5632,397,5110,125
11524,25/12/2020,Sikkim,5664,420,5119,125
11525,26/12/2020,Sikkim,5684,417,5142,125
11526,27/12/2020,Sikkim,5799,517,5157,125
11527,28/12/2020,Sikkim,5845,547,5173,125
11528,29/12/2020,Sikkim,5845,531,5188,126
11529,30/12/2020,Sikkim,5864,537,5201,126
11530,31/12/2020,Sikkim,5877,532,5218,127
11531,03/01/2021,Sikkim,5911,530,5252,129
11532,04/01/2021,Sikkim,5920,506,5285,129
11533,05/01/2021,Sikkim,5921,485,5307,129
11534,06/01/2021,Sikkim,5938,493,5316,129
11535,07/01/2021,Sikkim,5951,464,5358,129
11536,08/01/2021,Sikkim,5965,465,5371,129
11537,09/01/2021,Sikkim,5979,393,5457,129
11538,10/01/2021,Sikkim,5984,369,5486,129
11539,11/01/2021,Sikkim,5988,351,5508,129
11540,12/01/2021,Sikkim,5989,322,5538,129
11541,13/01/2021,Sikkim,5996,313,5554,129
11542,14/01/2021,Sikkim,6004,311,5564,129
11543,15/01/2021,Sikkim,6011,162,5719,130
11544,16/01/2021,Sikkim,6024,163,5731,130
11545,17/01/2021,Sikkim,6029,158,5741,130
11546,18/01/2021,Sikkim,6038,161,5747,130
11547,19/01/2021,Sikkim,6038,152,5756,130
11548,20/01/2021,Sikkim,6052,156,5765,131
11549,21/01/2021,Sikkim,6057,160,5766,131
11550,22/01/2021,Sikkim,6062,148,5783,131
11551,23/01/2021,Sikkim,6063,140,5792,131
11552,24/01/2021,Sikkim,6068,134,5802,132
11553,25/01/2021,Sikkim,6071,127,5811,133
11554,27/01/2021,Sikkim,6078,104,5841,133
11555,28/01/2021,Sikkim,6079,102,5844,133
11556,29/01/2021,Sikkim,6084,104,5847,133
11557,30/01/2021,Sikkim,6085,97,5855,133
11558,31/01/2021,Sikkim,6088,94,5861,133
11559,01/02/2021,Sikkim,6090,86,5870,134
11560,02/02/2021,Sikkim,6091,82,5874,135
11561,03/02/2021,Sikkim,6096,85,5876,135
11562,04/02/2021,Sikkim,6098,86,5877,135
11563,05/02/2021,Sikkim,6103,82,5886,135
11564,06/02/2021,Sikkim,6105,77,5893,135
11565,07/02/2021,Sikkim,6108,75,5898,135
11566,08/02/2021,Sikkim,6110,70,5905,135
11567,09/02/2021,Sikkim,6110,67,5908,135
11568,10/02/2021,Sikkim,6110,63,5912,135
11569,11/02/2021,Sikkim,6111,60,5916,135
11570,12/02/2021,Sikkim,6113,62,5916,135
11571,13/02/2021,Sikkim,6116,61,5920,135
11572,14/02/2021,Sikkim,6116,59,5922,135
11573,15/02/2021,Sikkim,6118,56,5927,135
11574,16/02/2021,Sikkim,6118,54,5929,135
11575,17/02/2021,Sikkim,6121,56,5930,135
11576,18/02/2021,Sikkim,6121,54,5932,135
11577,19/02/2021,Sikkim,6126,58,5933,135
11578,20/02/2021,Sikkim,6127,54,5938,135
11579,21/02/2021,Sikkim,6128,53,5940,135
11580,22/02/2021,Sikkim,6132,52,5945,135
11581,23/02/2021,Sikkim,6132,49,5948,135
11582,24/02/2021,Sikkim,6132,47,5950,135
11583,25/02/2021,Sikkim,6132,47,5950,135
11584,26/02/2021,Sikkim,6133,43,5955,135
11585,27/02/2021,Sikkim,6135,45,5955,135
11586,01/03/2021,Sikkim,6145,46,5964,135
11587,02/03/2021,Sikkim,6145,45,5965,135
11588,03/03/2021,Sikkim,6147,37,5975,135
11589,04/03/2021,Sikkim,6150,29,5986,135
11590,06/03/2021,Sikkim,6157,35,5987,135
11591,07/03/2021,Sikkim,6167,44,5988,135
11592,08/03/2021,Sikkim,6174,50,5989,135
11593,09/03/2021,Sikkim,6174,50,5989,135
11594,10/03/2021,Sikkim,6175,50,5990,135
11595,11/03/2021,Sikkim,6178,49,5994,135
11596,13/03/2021,Sikkim,6183,54,5994,135
11597,14/03/2021,Sikkim,6184,47,6002,135
11598,15/03/2021,Sikkim,6184,46,6003,135
11599,16/03/2021,Sikkim,6184,41,6008,135
11600,17/03/2021,Sikkim,6191,44,6012,135
11601,18/03/2021,Sikkim,6194,46,6013,135
11602,19/03/2021,Sikkim,6196,48,6013,135
11603,20/03/2021,Sikkim,6199,49,6015,135
11604,21/03/2021,Sikkim,6204,53,6016,135
11605,22/03/2021,Sikkim,6206,54,6017,135
11606,23/03/2021,Sikkim,6206,49,6022,135
11607,24/03/2021,Sikkim,6208,42,6031,135
11608,25/03/2021,Sikkim,6210,43,6032,135
11609,27/03/2021,Sikkim,6215,41,6039,135
11610,28/03/2021,Sikkim,6226,50,6041,135
11611,29/03/2021,Sikkim,6227,44,6048,135
11612,30/03/2021,Sikkim,6227,43,6049,135
11613,31/03/2021,Sikkim,6233,48,6050,135
11614,01/04/2021,Sikkim,6235,47,6053,135
11615,02/04/2021,Sikkim,6241,46,6060,135
11616,03/04/2021,Sikkim,6245,46,6064,135
11617,04/04/2021,Sikkim,6251,48,6068,135
11618,05/04/2021,Sikkim,6257,51,6071,135
11619,06/04/2021,Sikkim,6263,56,6071,136
11620,07/04/2021,Sikkim,6286,65,6085,136
11621,08/04/2021,Sikkim,6317,95,6086,136
11622,09/04/2021,Sikkim,6323,97,6090,136
11623,10/04/2021,Sikkim,6329,101,6092,136
11624,11/04/2021,Sikkim,6351,116,6099,136
11625,12/04/2021,Sikkim,6405,169,6100,136
11626,13/04/2021,Sikkim,6410,161,6113,136
11627,14/04/2021,Sikkim,6435,175,6124,136
11628,15/04/2021,Sikkim,6456,193,6127,136
11629,16/04/2021,Sikkim,6497,229,6132,136
11630,12/03/2020,State assignment pending,0,0,0,0
11631,13/03/2020,State assignment pending,0,0,0,0
11632,14/03/2020,State assignment pending,0,0,0,0
11633,15/03/2020,State assignment pending,0,0,0,0
11634,16/03/2020,State assignment pending,0,0,0,0
11635,17/03/2020,State assignment pending,0,0,0,0
11636,18/03/2020,State assignment pending,0,0,0,0
11637,19/03/2020,State assignment pending,0,0,0,0
11638,20/03/2020,State assignment pending,0,0,0,0
11639,21/03/2020,State assignment pending,0,0,0,0
11640,22/03/2020,State assignment pending,0,0,0,0
11641,23/03/2020,State assignment pending,0,0,0,0
11642,24/03/2020,State assignment pending,0,0,0,0
11643,25/03/2020,State assignment pending,0,0,0,0
11644,26/03/2020,State assignment pending,0,0,0,0
11645,27/03/2020,State assignment pending,0,0,0,0
11646,28/03/2020,State assignment pending,0,0,0,0
11647,29/03/2020,State assignment pending,0,0,0,0
11648,30/03/2020,State assignment pending,0,0,0,0
11649,31/03/2020,State assignment pending,38,38,0,0
11650,03/04/2020,State assignment pending,18,18,,
11651,01/05/2020,State assignment pending,291,291,0,0
11652,02/05/2020,State assignment pending,179,179,0,0
11653,03/05/2020,State assignment pending,124,124,0,0
11654,16/05/2020,State assignment pending,230,230,0,0
11655,17/05/2020,State assignment pending,290,290,0,0
11656,18/05/2020,State assignment pending,410,410,0,0
11657,19/05/2020,State assignment pending,814,814,0,0
11658,20/05/2020,State assignment pending,1096,1096,0,0
11659,21/05/2020,State assignment pending,1403,1403,0,0
11660,22/05/2020,State assignment pending,1620,1620,0,0
11661,23/05/2020,State assignment pending,1899,1899,0,0
11662,24/05/2020,State assignment pending,2338,2338,0,0
11663,25/05/2020,State assignment pending,2642,2642,0,0
11664,26/05/2020,State assignment pending,2970,2970,0,0
11665,27/05/2020,State assignment pending,4013,4013,0,0
11666,28/05/2020,State assignment pending,4332,4332,0,0
11667,29/05/2020,State assignment pending,4673,4673,0,0
11668,30/05/2020,State assignment pending,5043,5043,0,0
11669,31/05/2020,State assignment pending,5491,5491,0,0
11670,01/06/2020,State assignment pending,5630,5630,0,0
11671,02/06/2020,State assignment pending,6414,6414,0,0
11672,03/06/2020,State assignment pending,7123,7123,0,0
11673,04/06/2020,State assignment pending,7483,7483,0,0
11674,05/06/2020,State assignment pending,7610,7610,0,0
11675,06/06/2020,State assignment pending,8192,8192,0,0
11676,07/06/2020,State assignment pending,8605,8605,0,0
11677,08/06/2020,State assignment pending,9189,9189,0,0
11678,09/06/2020,State assignment pending,8803,8803,0,0
11679,10/06/2020,State assignment pending,9227,9227,0,0
11680,11/06/2020,State assignment pending,8931,8931,0,0
11681,12/06/2020,State assignment pending,8315,8315,0,0
11682,13/06/2020,State assignment pending,7984,7984,0,0
11683,14/06/2020,State assignment pending,7436,7436,0,0
11684,15/06/2020,State assignment pending,6972,6972,0,0
11685,16/06/2020,State assignment pending,7684,7684,0,0
11686,17/06/2020,State assignment pending,8273,8273,0,0
11687,18/06/2020,State assignment pending,8703,8703,0,0
11688,19/06/2020,State assignment pending,8927,8927,0,0
11689,20/06/2020,State assignment pending,9265,9265,0,0
11690,21/06/2020,State assignment pending,9127,9127,0,0
11691,22/06/2020,State assignment pending,7832,7832,0,0
11692,23/06/2020,State assignment pending,8015,8015,0,0
11693,24/06/2020,State assignment pending,8141,8141,0,0
11694,25/06/2020,State assignment pending,8493,8493,0,0
11695,26/06/2020,State assignment pending,8123,8123,0,0
11696,27/06/2020,State assignment pending,8023,8023,0,0
11697,28/06/2020,State assignment pending,7839,7839,0,0
11698,29/06/2020,State assignment pending,7285,7285,0,0
11699,30/06/2020,State assignment pending,7004,7004,0,0
11700,01/07/2020,State assignment pending,6915,6915,0,0
11701,02/07/2020,State assignment pending,6832,6832,0,0
11702,03/07/2020,State assignment pending,6031,6031,0,0
11703,04/07/2020,State assignment pending,4999,4999,0,0
11704,05/07/2020,State assignment pending,4629,4629,0,0
11705,06/07/2020,State assignment pending,4913,4913,0,0
11706,07/07/2020,State assignment pending,5034,5034,0,0
11707,08/07/2020,State assignment pending,5018,5018,0,0
11708,09/07/2020,State assignment pending,4385,4385,0,0
11709,10/07/2020,State assignment pending,4161,4161,0,0
11710,11/07/2020,State assignment pending,3416,3416,0,0
11711,12/07/2020,State assignment pending,3024,3024,0,0
11712,13/07/2020,State assignment pending,2358,2358,0,0
11713,14/07/2020,State assignment pending,2179,2179,0,0
11714,15/07/2020,State assignment pending,1524,1524,0,0
11715,16/07/2020,State assignment pending,1285,1285,0,0
11716,17/07/2020,State assignment pending,531,531,0,0
11717,18/07/2020,State assignment pending,163,163,0,0
11718,12/03/2020,Tamil Nadu,1,1,0,0
11719,13/03/2020,Tamil Nadu,1,1,0,0
11720,14/03/2020,Tamil Nadu,1,1,0,0
11721,15/03/2020,Tamil Nadu,1,1,0,0
11722,16/03/2020,Tamil Nadu,1,1,0,0
11723,17/03/2020,Tamil Nadu,1,1,0,0
11724,18/03/2020,Tamil Nadu,1,1,0,0
11725,19/03/2020,Tamil Nadu,2,1,1,0
11726,20/03/2020,Tamil Nadu,3,2,1,0
11727,21/03/2020,Tamil Nadu,3,2,1,0
11728,22/03/2020,Tamil Nadu,7,6,1,0
11729,23/03/2020,Tamil Nadu,9,8,1,0
11730,24/03/2020,Tamil Nadu,12,11,1,0
11731,25/03/2020,Tamil Nadu,15,14,1,0
11732,26/03/2020,Tamil Nadu,26,24,1,1
11733,27/03/2020,Tamil Nadu,29,27,1,1
11734,28/03/2020,Tamil Nadu,40,37,2,1
11735,29/03/2020,Tamil Nadu,42,39,2,1
11736,30/03/2020,Tamil Nadu,50,45,4,1
11737,31/03/2020,Tamil Nadu,74,69,4,1
11738,01/04/2020,Tamil Nadu,124,119,4,1
11739,02/04/2020,Tamil Nadu,234,227,6,1
11740,03/04/2020,Tamil Nadu,309,302,6,1
11741,04/04/2020,Tamil Nadu,411,404,6,1
11742,05/04/2020,Tamil Nadu,485,476,6,3
11743,06/04/2020,Tamil Nadu,571,558,8,5
11744,07/04/2020,Tamil Nadu,621,608,8,5
11745,08/04/2020,Tamil Nadu,690,664,19,7
11746,09/04/2020,Tamil Nadu,738,709,21,8
11747,10/04/2020,Tamil Nadu,834,805,21,8
11748,11/04/2020,Tamil Nadu,911,859,44,8
11749,12/04/2020,Tamil Nadu,969,915,44,10
11750,13/04/2020,Tamil Nadu,1075,1014,50,11
11751,14/04/2020,Tamil Nadu,1173,1104,58,11
11752,15/04/2020,Tamil Nadu,1204,1111,81,12
11753,16/04/2020,Tamil Nadu,1242,1110,118,14
11754,17/04/2020,Tamil Nadu,1267,1072,180,15
11755,18/04/2020,Tamil Nadu,1323,1025,283,15
11756,19/04/2020,Tamil Nadu,1372,992,365,15
11757,20/04/2020,Tamil Nadu,1477,1051,411,15
11758,21/04/2020,Tamil Nadu,1520,1046,457,17
11759,22/04/2020,Tamil Nadu,1596,943,635,18
11760,23/04/2020,Tamil Nadu,1629,949,662,18
11761,24/04/2020,Tamil Nadu,1683,911,752,20
11762,25/04/2020,Tamil Nadu,1755,867,866,22
11763,26/04/2020,Tamil Nadu,1821,838,960,23
11764,27/04/2020,Tamil Nadu,1885,841,1020,24
11765,28/04/2020,Tamil Nadu,1937,812,1101,24
11766,29/04/2020,Tamil Nadu,2058,865,1168,25
11767,30/04/2020,Tamil Nadu,2162,925,1210,27
11768,01/05/2020,Tamil Nadu,2323,1038,1258,27
11769,02/05/2020,Tamil Nadu,2526,1186,1312,28
11770,03/05/2020,Tamil Nadu,2757,1387,1341,29
11771,04/05/2020,Tamil Nadu,3023,1614,1379,30
11772,05/05/2020,Tamil Nadu,3550,2110,1409,31
11773,06/05/2020,Tamil Nadu,4058,2540,1485,33
11774,07/05/2020,Tamil Nadu,4829,3278,1516,35
11775,08/05/2020,Tamil Nadu,5409,3825,1547,37
