Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
02-06-2020,Haryana,2356,1280,1055,21
03-06-2020,Haryana,2652,1560,1069,23
04-06-2020,Haryana,2954,1842,1089,23
05-06-2020,Haryana,3281,1123,2134,24
06-06-2020,Haryana,3597,1439,2134,24
07-06-2020,Haryana,3952,1794,2134,24
08-06-2020,Haryana,4448,2286,2134,28
09-06-2020,Haryana,4854,2681,2134,39
10-06-2020,Haryana,5209,3030,2134,45
11-06-2020,Haryana,5579,3339,2188,52
12-06-2020,Haryana,5968,3644,2260,64
13-06-2020,Haryana,6334,3789,2475,70
14-06-2020,Haryana,6749,3868,2803,78
15-06-2020,Haryana,7208,4117,3003,88
16-06-2020,Haryana,7722,4057,3565,100
17-06-2020,Haryana,8272,4406,3748,118
18-06-2020,Haryana,8832,4750,3952,130
19-06-2020,Haryana,9218,4528,4556,134
20-06-2020,Haryana,9743,4710,4889,144
21-06-2020,Haryana,10223,4946,5128,149
22-06-2020,Haryana,10635,4918,5557,160
23-06-2020,Haryana,11025,4940,5916,169
24-06-2020,Haryana,11520,4844,6498,178
25-06-2020,Haryana,12010,4897,6925,188
26-06-2020,Haryana,12463,4885,7380,198
27-06-2020,Haryana,12884,4657,8016,211
28-06-2020,Haryana,13427,4737,8472,218
29-06-2020,Haryana,13829,4689,8917,223
30-06-2020,Haryana,14210,4476,9502,232
01-07-2020,Haryana,14548,4340,9972,236
02-07-2020,Haryana,14941,4202,10499,240
03-07-2020,Haryana,15509,4239,11019,251
04-07-2020,Haryana,16003,4057,11691,255
05-07-2020,Haryana,16548,4031,12257,260
06-07-2020,Haryana,17005,3796,12944,265
07-07-2020,Haryana,17504,3893,13335,276
08-07-2020,Haryana,17999,4075,13645,279
09-07-2020,Haryana,18690,4302,14106,282
10-07-2020,Haryana,19369,4572,14510,287
11-07-2020,Haryana,19934,4740,14904,290
12-07-2020,Haryana,20582,4891,15394,297
13-07-2020,Haryana,21240,4956,15983,301
14-07-2020,Haryana,21894,4984,16602,308
15-07-2020,Haryana,22628,5226,17090,312
16-07-2020,Haryana,23306,5320,17667,319
17-07-2020,Haryana,24002,5495,18185,322
18-07-2020,Haryana,24797,5752,18718,327
19-07-2020,Haryana,25547,5885,19318,344
20-07-2020,Haryana,26164,6022,19793,349
21-07-2020,Haryana,26858,6277,20226,355
22-07-2020,Haryana,27462,6146,20952,364
23-07-2020,Haryana,28186,6117,21697,372
24-07-2020,Haryana,28975,6348,22249,378
25-07-2020,Haryana,29755,6420,22953,382
26-07-2020,Haryana,30538,6495,23654,389
27-07-2020,Haryana,31332,6556,24384,392
28-07-2020,Haryana,32127,6684,25046,397
29-07-2020,Haryana,32876,6712,25758,406
30-07-2020,Haryana,33631,6798,26420,413
31-07-2020,Haryana,34254,6497,27340,417
01-08-2020,Haryana,34965,6317,28227,421
02-08-2020,Haryana,35758,6250,29080,428
03-08-2020,Haryana,36519,6396,29690,433
04-08-2020,Haryana,37173,6263,30470,440
05-08-2020,Haryana,37796,6122,31226,448
06-08-2020,Haryana,38548,6133,31960,455
07-08-2020,Haryana,39303,6205,32640,458
08-08-2020,Haryana,40054,6143,33444,467
09-08-2020,Haryana,40843,6338,34031,474
10-08-2020,Haryana,41635,6371,34781,483
11-08-2020,Haryana,42429,6448,35492,489
12-08-2020,Haryana,43227,6645,36082,500
13-08-2020,Haryana,44024,6827,36694,503
14-08-2020,Haryana,44817,6820,37486,511
15-08-2020,Haryana,45614,6748,38348,518
16-08-2020,Haryana,46410,6943,38939,528
17-08-2020,Haryana,47153,7014,39601,538
18-08-2020,Haryana,48040,6880,40610,550
19-08-2020,Haryana,48936,7081,41298,557
20-08-2020,Haryana,49930,7307,42056,567
21-08-2020,Haryana,50926,7555,42793,578
22-08-2020,Haryana,52129,8131,43413,585
23-08-2020,Haryana,53290,8680,44013,597
24-08-2020,Haryana,54386,8961,44822,603
25-08-2020,Haryana,55460,9442,45405,613
26-08-2020,Haryana,56608,9489,46496,623
27-08-2020,Haryana,58005,9758,47613,634
28-08-2020,Haryana,59298,9962,48690,646
29-08-2020,Haryana,60596,10225,49710,661
30-08-2020,Haryana,61987,10606,50711,670
31-08-2020,Haryana,63282,10980,51620,682
01-09-2020,Haryana,64732,11371,52672,689
02-09-2020,Haryana,66426,11885,53835,706
03-09-2020,Haryana,68218,12622,54875,721
04-09-2020,Haryana,70099,13470,55889,740
05-09-2020,Haryana,71983,14053,57171,759
06-09-2020,Haryana,74272,14911,58580,781
07-09-2020,Haryana,76549,15692,60051,806
08-09-2020,Haryana,78773,16333,61611,829
09-09-2020,Haryana,81059,16890,63315,854
10-09-2020,Haryana,83353,17328,65143,882
11-09-2020,Haryana,85944,18332,66705,907
12-09-2020,Haryana,88332,18875,68525,932
13-09-2020,Haryana,91115,19446,70713,956
14-09-2020,Haryana,93641,20079,72587,975
15-09-2020,Haryana,96129,20417,74712,1000
16-09-2020,Haryana,98622,20430,77166,1026
17-09-2020,Haryana,101316,21334,78937,1045
18-09-2020,Haryana,103773,21014,81690,1069
19-09-2020,Haryana,106261,21291,83878,1092
20-09-2020,Haryana,108952,21682,86150,1120
21-09-2020,Haryana,111257,21411,88697,1149
22-09-2020,Haryana,113075,21014,90884,1177
23-09-2020,Haryana,114870,19888,93776,1206
24-09-2020,Haryana,116856,19276,96347,1233
25-09-2020,Haryana,118554,18889,98410,1255
26-09-2020,Haryana,120578,18032,101273,1273
27-09-2020,Haryana,122267,17149,103827,1291
28-09-2020,Haryana,123782,16485,105990,1307
29-09-2020,Haryana,125412,15670,108411,1331
30-09-2020,Haryana,126974,14804,110814,1356
01-10-2020,Haryana,128599,14340,112877,1382
02-10-2020,Haryana,129912,13472,115038,1402
03-10-2020,Haryana,131388,13247,116716,1425
04-10-2020,Haryana,132576,12868,118258,1450
05-10-2020,Haryana,133878,12067,120341,1470
06-10-2020,Haryana,134909,11822,121596,1491
07-10-2020,Haryana,136115,11320,123286,1509
08-10-2020,Haryana,137398,11029,124841,1528
09-10-2020,Haryana,138682,10867,126267,1548
10-10-2020,Haryana,139932,10830,127540,1562
11-10-2020,Haryana,141090,10677,128841,1572
12-10-2020,Haryana,142155,10573,130003,1579
13-10-2020,Haryana,143221,10401,131228,1592
14-10-2020,Haryana,144302,10319,132382,1601
15-10-2020,Haryana,145507,10187,133706,1614
16-10-2020,Haryana,146706,10364,134719,1623
17-10-2020,Haryana,147933,10441,135858,1634
18-10-2020,Haryana,149081,10265,137176,1640
19-10-2020,Haryana,150033,10042,138351,1640
20-10-2020,Haryana,151234,10075,139511,1648
21-10-2020,Haryana,152174,10078,140436,1660
22-10-2020,Haryana,153367,10187,141506,1674
23-10-2020,Haryana,154495,10009,142798,1688
24-10-2020,Haryana,155765,10082,143978,1705
25-10-2020,Haryana,157064,10148,145196,1720
26-10-2020,Haryana,158304,10295,146282,1727
27-10-2020,Haryana,159457,10154,147566,1737
28-10-2020,Haryana,160705,10452,148503,1750
29-10-2020,Haryana,162223,11014,149451,1758
30-10-2020,Haryana,163817,11391,150660,1766
31-10-2020,Haryana,165467,11851,151839,1777
01-11-2020,Haryana,167210,12191,153230,1789
02-11-2020,Haryana,168880,12634,154451,1795
03-11-2020,Haryana,170446,12919,155717,1810
04-11-2020,Haryana,172130,13338,156975,1817
05-11-2020,Haryana,174082,14110,158136,1836
06-11-2020,Haryana,176146,14644,159643,1859
07-11-2020,Haryana,178413,15357,161176,1880
08-11-2020,Haryana,180424,15713,162814,1897
09-11-2020,Haryana,182804,16448,164444,1912
10-11-2020,Haryana,185231,16717,166595,1919
11-11-2020,Haryana,187777,17421,168421,1935
12-11-2020,Haryana,190323,18113,170250,1960
13-11-2020,Haryana,193111,18867,172265,1979
14-11-2020,Haryana,195799,19413,174380,2006
15-11-2020,Haryana,197917,19538,176368,2011
16-11-2020,Haryana,199874,19557,178298,2019
17-11-2020,Haryana,202027,19342,180647,2038
18-11-2020,Haryana,204477,19153,183261,2063
19-11-2020,Haryana,207039,19543,185403,2093
20-11-2020,Haryana,209251,19579,187559,2113
21-11-2020,Haryana,212355,20150,190067,2138
22-11-2020,Haryana,215021,20325,192533,2163
23-11-2020,Haryana,217300,20344,194768,2188
24-11-2020,Haryana,219963,20412,197335,2216
25-11-2020,Haryana,222292,20765,199278,2249
26-11-2020,Haryana,224489,20948,201250,2291
27-11-2020,Haryana,226611,20778,203517,2316
28-11-2020,Haryana,228746,20400,206001,2345
29-11-2020,Haryana,230713,19916,208422,2375
30-11-2020,Haryana,232522,18905,211216,2401
01-12-2020,Haryana,234126,18362,213336,2428
02-12-2020,Haryana,235997,17744,215797,2456
03-12-2020,Haryana,237604,16673,218443,2488
04-12-2020,Haryana,239239,15516,221203,2520
05-12-2020,Haryana,240841,14329,223973,2539
06-12-2020,Haryana,242398,13310,226524,2564
07-12-2020,Haryana,243896,12897,228411,2588
08-12-2020,Haryana,245288,12126,230551,2611
09-12-2020,Haryana,246679,11947,232108,2624
10-12-2020,Haryana,248079,11733,233696,2650
11-12-2020,Haryana,249329,11456,235197,2676
12-12-2020,Haryana,250394,10686,237009,2699
13-12-2020,Haryana,251402,10318,238374,2710
14-12-2020,Haryana,252392,9875,239800,2717
15-12-2020,Haryana,253385,9108,241544,2733
17-12-2020,Haryana,255014,7573,244676,2765
18-12-2020,Haryana,255728,7013,245933,2782
19-12-2020,Haryana,256477,6577,247097,2803
20-12-2020,Haryana,257067,6079,248172,2816
21-12-2020,Haryana,257644,5888,248935,2821
22-12-2020,Haryana,258197,5525,249840,2832
23-12-2020,Haryana,258731,5387,250502,2842
24-12-2020,Haryana,259226,5230,251149,2847
25-12-2020,Haryana,259745,4983,251908,2854
26-12-2020,Haryana,260153,4750,252545,2858
27-12-2020,Haryana,260545,4535,253145,2865
28-12-2020,Haryana,260907,4268,253765,2874
29-12-2020,Haryana,261258,4040,254336,2882
30-12-2020,Haryana,261672,3900,254880,2892
31-12-2020,Haryana,262054,3799,255356,2899
03-01-2021,Haryana,262850,3124,256811,2915
04-01-2021,Haryana,263068,2890,257261,2917
05-01-2021,Haryana,263312,2737,257652,2923
06-01-2021,Haryana,263571,2692,257952,2927
07-01-2021,Haryana,263887,2672,258281,2934
08-01-2021,Haryana,264161,2563,258658,2940
09-01-2021,Haryana,264442,2501,258998,2943
10-01-2021,Haryana,264721,2563,259209,2949
11-01-2021,Haryana,264955,2510,259495,2950
12-01-2021,Haryana,265199,2547,259696,2956
13-01-2021,Haryana,265391,2441,259986,2964
14-01-2021,Haryana,265616,2414,260236,2966
15-01-2021,Haryana,265803,2266,260565,2972
16-01-2021,Haryana,265964,2184,260801,2979
17-01-2021,Haryana,266131,2129,261019,2983
18-01-2021,Haryana,266309,2094,261230,2985
19-01-2021,Haryana,266428,1929,261510,2989
20-01-2021,Haryana,266581,1837,261751,2993
21-01-2021,Haryana,266686,1734,261955,2997
22-01-2021,Haryana,266819,1679,262140,3000
23-01-2021,Haryana,266939,1585,262349,3005
24-01-2021,Haryana,267075,1559,262507,3009
25-01-2021,Haryana,267203,1511,262682,3010
27-01-2021,Haryana,267417,1284,263119,3014
28-01-2021,Haryana,267504,1254,263236,3014
29-01-2021,Haryana,267601,1240,263347,3014
30-01-2021,Haryana,267708,1192,263501,3015
31-01-2021,Haryana,267805,1134,263654,3017
01-02-2021,Haryana,267897,1115,263764,3018
02-02-2021,Haryana,267989,1081,263886,3022
03-02-2021,Haryana,268067,1055,263989,3023
04-02-2021,Haryana,268136,1019,264093,3024
05-02-2021,Haryana,268209,962,264221,3026
06-02-2021,Haryana,268293,949,264317,3027
07-02-2021,Haryana,268364,908,264429,3027
08-02-2021,Haryana,268431,883,264519,3029
09-02-2021,Haryana,268507,870,264608,3029
10-02-2021,Haryana,268600,854,264713,3033
11-02-2021,Haryana,268677,824,264820,3033
12-02-2021,Haryana,268783,848,264901,3034
13-02-2021,Haryana,268887,837,265015,3035
14-02-2021,Haryana,268969,845,265085,3039
15-02-2021,Haryana,269046,852,265155,3039
16-02-2021,Haryana,269154,903,265212,3039
17-02-2021,Haryana,269240,819,265381,3040
18-02-2021,Haryana,269322,826,265455,3041
19-02-2021,Haryana,269405,814,265549,3042
20-02-2021,Haryana,269498,813,265643,3042
21-02-2021,Haryana,269609,816,265751,3042
22-02-2021,Haryana,269730,861,265827,3042
23-02-2021,Haryana,269836,874,265920,3042
24-02-2021,Haryana,269967,908,266017,3042
25-02-2021,Haryana,270097,955,266099,3043
26-02-2021,Haryana,270263,1054,266166,3043
27-02-2021,Haryana,270411,1103,266264,3044
01-03-2021,Haryana,270784,1275,266461,3048
02-03-2021,Haryana,270950,1288,266612,3050
03-03-2021,Haryana,271125,1348,266725,3052
04-03-2021,Haryana,271365,1470,266843,3052
06-03-2021,Haryana,271892,1723,267116,3053
07-03-2021,Haryana,272215,1898,267261,3056
08-03-2021,Haryana,272520,2031,267433,3056
09-03-2021,Haryana,272751,2083,267610,3058
10-03-2021,Haryana,273087,2263,267762,3062
11-03-2021,Haryana,273446,2440,267942,3064
13-03-2021,Haryana,274273,2807,268397,3069
14-03-2021,Haryana,274697,2952,268672,3073
15-03-2021,Haryana,275137,3095,268968,3074
16-03-2021,Haryana,275557,3212,269268,3077
17-03-2021,Haryana,276080,3484,269517,3079
18-03-2021,Haryana,276635,3740,269812,3083
19-03-2021,Haryana,277268,3957,270222,3089
20-03-2021,Haryana,278140,4380,270670,3090
21-03-2021,Haryana,278961,4830,271038,3093
22-03-2021,Haryana,279828,5355,271375,3098
23-03-2021,Haryana,280693,5698,271894,3101
24-03-2021,Haryana,281588,6149,272335,3104
25-03-2021,Haryana,282569,6745,272714,3110
27-03-2021,Haryana,284944,7795,274024,3125
28-03-2021,Haryana,286327,8410,274785,3132
29-03-2021,Haryana,287719,9120,275458,3141
30-03-2021,Haryana,288714,9312,276259,3143
31-03-2021,Haryana,289694,9437,277110,3147
01-04-2021,Haryana,290800,9726,277919,3155
02-04-2021,Haryana,292409,10362,278883,3164
03-04-2021,Haryana,294270,11022,280074,3174
04-04-2021,Haryana,296229,11787,281258,3184
05-04-2021,Haryana,298133,12574,282368,3191
06-04-2021,Haryana,300173,13105,283869,3199
07-04-2021,Haryana,302272,14080,284984,3208
08-04-2021,Haryana,304638,15237,286182,3219
09-04-2021,Haryana,307510,17129,287151,3230
10-04-2021,Haryana,310504,18142,289121,3241
11-04-2021,Haryana,313441,19453,290736,3252
12-04-2021,Haryana,316881,20981,292632,3268
13-04-2021,Haryana,320699,22487,294930,3282
14-04-2021,Haryana,324544,24207,297039,3298
15-04-2021,Haryana,329942,27421,299205,3316
16-04-2021,Haryana,335800,30518,301948,3334
